UPC,Title,Description,Size,Count,Container,Dimensions,Claims,Source_Name,Breadcrumbs,Price,Image_URL,Source_Identifier
028400576239,"Lay's® Wavy Jerk Chicken Flavored Potato Chips, 7.5 oz","Lay's® Wavy Jerk Chicken Flavored Potato Chips, 7.5 oz",7.5 oz,1,bag,,,Amazon,Grocery & Gourmet Food > Snack Foods > Chips & Crisps > Potato,"10,98",https://m.media-amazon.com/images/I/41EXgq-JJ1S.jpg,B093YVNJZC
028400576338,Lay's Kettle Cooked Potato Chips Medleys Sea Salt 6 1/2 Oz,"Everything's better when it's Crafted with Care. That's why we make our lip-smacking, home-style LAY'S Kettle Cooked potato chips in small batches using only the best ingredients.
",6.5 oz,1,bag,,,MASKED,,,,
028400576680,Lay's Kettle Cooked Greektown Gyro Flavored Potato Chips,"Everything's better when it's Crafted with Care. That's why we make our lip-smacking, home-style LAY'S Kettle Cooked potato chips in small batches using only the best ingredients.
",8 oz,1,bag,,,MASKED,,,,
028400576697,"Lay's Potato Chips, Biscuits & Gravy","Guaranteed fresh until printed date. Questions or comments? 1-800-352-4477 Mon-Fri 9:00am to 4:30pm CT/Chat at fritolay.com. Guaranteed fresh until printed date or this snack's on us. Partially produced with genetic engineering.
",7.75 oz,1,bag,,,MASKED,,,,
028400576703,Lay's New York Reuben Potato Chips 7.75 Ounce Plastic Bag,"Meet One Of Our Flavor Finalists Jeff Dubois, Pa ""i Work In A Restaurant Where Reuben Sandwiches Are A Big Seller. It Reminds Me Of My Upbringing On Long Island, Where Delis Are Very Prominent."" Try All 4 & Vote! Vote At: Www.dousaflavor.com Lay's® Do Us A Flavor™ Tastes Of America™ Contest Voting Is Open To Legal Residents Of The 50 Us States, Dc Or Puerto Rico, 13 Or Older, Beginning 7/27/15, 12:00:01am Ct And Ending 10/18/15, 11:59:59pm Ct. Limit One (1) Vote Per Person Per Day Per Device Or Voting Platform. See Official Rules At Www.dousaflavor.com For Complete Details. Sponsor: Frito-lay, Inc., 7701 Legacy Drive, Plano, Texas 75024-4099. ©2015 Frito-lay North America, Inc. Vote To Save Your Fave
",7.75 oz,1,bag,,,MASKED,,,,
028400576710,"Lay's Wavy West Coast Truffle Fries Potato Chips, 7.75 oz","Lay's Wavy Potato Chips 7.75 oz
Description: Guaranteed fresh until printed date. Flavor All-Stars: Try all three flavors & enter for a chance to win cash every hour! See back for details. Questions or comments? 1-800-352-4477. Guaranteed fresh until printed date or this snack's on us. Mon - Fri 9:00 am to 4:30 pm CT/email or chat at fritolay.com. No artificial flavors. No preservatives. Partially produced with genetic engineering. Your favorite flavors are back with Lay's Flavor All-Stars! Try all three and you could win cash every hour! It's easy! 1. Text flavor to 24477. Message and data rates may apply. Text stop to end. Text help for help. Up to eight text messages required. 2. Enter the code from front of specially marked Lay's potato chip bags when you receive the text prompt. 3. Check your messages - you'll find out instantly if you've won! Can't get enough Lay's flavor? Find out what else we're up to at lays.com.! No purchase necessary. Open to legal US residents, 18+. Void where prohibited. Message and data rates apply if playing by text message. Limit 1 play per hour. To play without making a purchase call 1-877-966-6542. See Official Rules at LaysFlavorAllStars.com. Sponsor: Frito-Lay, Inc. 7701 Legacy Drive, Plano, TX 75024-4099.",7.75 oz,1,bag,,No Artificial Flavors; No Preservatives; Partially Produced With Genetic Engineering,MASKED,,,,
028400576710,"Lay's Wavy West Coast Truffle Fries Potato Chips, 7.75 oz","Lay's Wavy Potato Chips 7.75 oz
Description: Guaranteed fresh until printed date. Flavor All-Stars: Try all three flavors & enter for a chance to win cash every hour! See back for details. Questions or comments? 1-800-352-4477. Guaranteed fresh until printed date or this snack's on us. Mon - Fri 9:00 am to 4:30 pm CT/email or chat at fritolay.com. No artificial flavors. No preservatives. Partially produced with genetic engineering. Your favorite flavors are back with Lay's Flavor All-Stars! Try all three and you could win cash every hour! It's easy! 1. Text flavor to 24477. Message and data rates may apply. Text stop to end. Text help for help. Up to eight text messages required. 2. Enter the code from front of specially marked Lay's potato chip bags when you receive the text prompt. 3. Check your messages - you'll find out instantly if you've won! Can't get enough Lay's flavor? Find out what else we're up to at lays.com.! No purchase necessary. Open to legal US residents, 18+. Void where prohibited. Message and data rates apply if playing by text message. Limit 1 play per hour. To play without making a purchase call 1-877-966-6542. See Official Rules at LaysFlavorAllStars.com. Sponsor: Frito-Lay, Inc. 7701 Legacy Drive, Plano, TX 75024-4099.",7.75 oz,1,bag,,No Artificial Flavors; No Preservatives; Partially Produced With Genetic Engineering,Kroger,,,https://www.kroger.com/product/images/medium/front/0002840057671,0002840057671
028400576727,Lay's Potato Chips Southern Biscuits & Gravy 2 3/4 Oz,"We’re Cooking Up Southern Hospitality For Our Classic Chips. Southern Biscuits And Gravy Flavored
",2.75 oz,1,bag,,,MASKED,,,,
028400576734,Xxvl Lays Ny Rueben,"We’re Slicing Up Some Deli Delight For Our Manhattan Inspired Classic Chips.
",2.75 oz,1,bag,,,MASKED,,,,
028400576765,Lay's Wavy Potato Chips West Coast Truffle Fries 2.75 Ounce Plastic Bag,"We’re Sprinkling On Some Truffled Tastiness For Our West Coast Inspired Wavy Chips. West Coast Truffle Fries Flavored
",2.75 oz,1,bag,,,MASKED,,,,
028400576772,Lay's GreekTown Gyro Flavored Kettle Cooked Potato Chips 2.75 Ounce Plastic Bag,"Everything's better when it's Crafted with Care. That's why we make our lip-smacking, home-style LAY'S Kettle Cooked potato chips in small batches using only the best ingredients.
",2.75 oz,1,bag,,,MASKED,,,,
028400579780,Lay's Wavy Potato Chips Ranch 1 Oz,"Wherever celebrations and good times happen, the Lay's brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face.
",1 oz,1,bag,,,MASKED,,,,
028400579957,Lay's Potato Chips Classic 24 Oz,"Wherever celebrations and good times happen, the Lay's brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face.
",24 oz,1,bag,,,MASKED,,,,
028400579971,"Lay's Sour Cream & Onion Flavored Potato Chips, 1.5 ounce bag (Pack of 8)","t all starts with farm-grown potatoes, cooked and seasoned to perfection. Then we add the tang of sour cream and mild onions. So every LAY'S potato chip is perfectly crispy and delicious. Happiness in Every Bite.
Multipack for safe snacking. 1.5 ounce bags. Pack of 8",1.5 oz,8,bag,14.02 x 12.44 x 4.76; inches,,Amazon,Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Chips & Crisps > Potato,"14,88",https://m.media-amazon.com/images/I/71+TK5mLrJL._SL1500_.jpg,B08P3WVBSQ
028400579988,Lay's Wavy Potato Chips Original 23 1/2 Oz,"Wherever celebrations and good times happen, the Lay's brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face.
",23.5 oz,1,bag,,,MASKED,,,,
028400585811,Lay's Simply Organic Wavy Potato Chips Sea Salted 7 Ounce Plastic Bag,"Simply put, SIMPLY snacks have a great taste, with no artificial flavors or preservatives to get in the way. They’re the ones that make you feel good about sharing with the people you love most!
",7 oz,1,bag,,Organic,MASKED,,,,
028400589031,"Lay's Kettle Cooked Chips, Less Fat, Cream Cheese & Chives","Take a moment to relax and unwind with Lay’s Kettle Cooked chips. Our chips are kettle cooked in small batches, so you get the perfect crunch in every bite.
",8 oz,1,bag,,,MASKED,,,,
028400589048,Lay's Kettle Cooked Lattice Cut Potato Chips Sea Salt 7 Oz,"Take a moment to relax and unwind with Lay’s Kettle Cooked chips. Our chips are kettle cooked in small batches, so you get the perfect crunch in every bite.
",7 oz,1,bag,,,MASKED,,,,
028400591706,"Lay's Creamy Jalapeno Dip, 15oz Jar","Wherever celebrations and good times happen, the LAY'S® brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a chip or crisp flavor guaranteed to bring a smile on your face.
Includes 1 (15oz) jar of Lay's Creamy Jalapeno Dip. Creamy deliciousness with a jalapeno kick to spice up any snacking adventure!. The perfect compliment to your LAY'S potato chips. Wherever celebrations and good times happen, the LAY'S brand will be there just as it has been for more than 75 years",15 oz,1,jar,3.25 x 3.3 x 4.3; inches,,Amazon,"Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Salsas, Dips & Spreads > Dips & Spreads > Ranch",,https://m.media-amazon.com/images/I/81MTybrb2UL._SL1500_.jpg,B08XD5FW74
028400596701,"Lay's Stax Potato Crisps Xtra Flamin' Hot Flavor Chips Container, 5.5 oz","Lay’s Stax Potato Crisps Are The Ultimate Way To Recharge! Lay’s Stax Xtra Flamin’ Hot Flavored Crisps Give You The Full Flavor And Crispy Crunch That Adds Great Taste To Your Busy Day. Enjoy Lay’s Stax Crisps At The Office, Around The House, Or Wherever You Are! Stacked chips to enjoy on the go Flamin hot flavor",5.5 oz,1,container,,,MASKED,Pantry > Chips & Dips > Potato Chips,,,73214
028400596701,"Lay's Stax Potato Crisps Xtra Flamin' Hot Flavor Chips Container, 5.5 oz","Lay’s Stax Potato Crisps Are The Ultimate Way To Recharge! Lay’s Stax Xtra Flamin’ Hot Flavored Crisps Give You The Full Flavor And Crispy Crunch That Adds Great Taste To Your Busy Day. Enjoy Lay’s Stax Crisps At The Office, Around The House, Or Wherever You Are! Stacked chips to enjoy on the go Flamin hot flavor",5.5 oz,1,container,,,Kroger,,,https://www.kroger.com/product/images/medium/front/0002840059670,0002840059670
028400596701,"Lay's Stax Potato Crisps Xtra Flamin' Hot Flavor Chips Container, 5.5 oz","Lay’s Stax Potato Crisps Are The Ultimate Way To Recharge! Lay’s Stax Xtra Flamin’ Hot Flavored Crisps Give You The Full Flavor And Crispy Crunch That Adds Great Taste To Your Busy Day. Enjoy Lay’s Stax Crisps At The Office, Around The House, Or Wherever You Are! Stacked chips to enjoy on the go Flamin hot flavor",5.5 oz,1,container,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Potato Chips","10,02",https://i5.walmartimages.com/seo/Lay-s-Stax-Xtra-Flamin-Hot-Potato-Crisps-5-5-oz_9d6095a3-c96e-4886-86e7-dd8cc004d1ff_1.f4e3e833da926e82050b53140da4efdc.jpeg,168006436
028400598118,"Lay's Barbecue Potato Chips, 9.75 Ounce","Guaranteed fresh until printed date. Guaranteed fresh until printed date or this snack's on us. Questions or comments? 1-800-352-4477. Mon-Fri 9:00 am to 4:30 pm CT/email or chat at fritolay.com. Partially produced with genetic engineering. Good fun! It all starts with farm-grown potatoes, cooked and seasoned to perfection. Then we add the spicy sweetness of BBQ sauce. So every Lay's potato chip is perfectly crispy and delicious. Happiness in every bite. Connect with Us: Facebook; Twitter. No artificial flavors. No preservatives.",9.75 oz,1,bag,,No Artificial Flavors; No Preservatives,MASKED,,,,
028400598118,"Lay's Barbecue Potato Chips, 9.75 Ounce","Guaranteed fresh until printed date. Guaranteed fresh until printed date or this snack's on us. Questions or comments? 1-800-352-4477. Mon-Fri 9:00 am to 4:30 pm CT/email or chat at fritolay.com. Partially produced with genetic engineering. Good fun! It all starts with farm-grown potatoes, cooked and seasoned to perfection. Then we add the spicy sweetness of BBQ sauce. So every Lay's potato chip is perfectly crispy and delicious. Happiness in every bite. Connect with Us: Facebook; Twitter. No artificial flavors. No preservatives.",9.75 oz,1,bag,,No Artificial Flavors; No Preservatives,Amazon,Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Chips & Crisps > Potato,,https://m.media-amazon.com/images/I/91K6V1LVyeL._SL1500_.jpg,B019KE3BUM
028400598125,"Lay's Potato Chips Family Size, Classic","Guaranteed fresh until printed date. Questions or comments? 1-800-352-4477. Guaranteed fresh until printed date or this snack's on us. Mon-Fri 9:00am to 4:30pm CT/email or chat at fritolay.com. Visit our website at fritolay.com. Good fun! It all starts with farm-grown potatoes - cooked in and seasoned to perfection. So every Lay's potato chip is perfectly crispy and full of fresh potato taste. Happiness in every bite. Connect with Us: Facebook; Twitter. No artificial flavors. No preservatives. Gluten free.
",10.25 oz,1,bag,,No Artificial Flavors; No Preservatives; Gluten-Free,MASKED,,,,
028400598132,"Lays Potato Chips Family Size, Wavy","Guaranteed fresh until printed date. Questions or comments? 1-800-352-4477. Guaranteed fresh until printed date or this snack's on us. Mon-Fri 9:00am to 4:30pm CT/email or chat at fritolay.com. Visit our website at fritolay.com. Recipe for a Perfect Night: 1. A handful of Lay's Wavy Potato Chips. 2. A sprinkle of rich chocolate chips. 3. 20 seconds in the microwave. Instant sweet & savory gratification. Lay's Wavy Chips: A lotta bit of yum in every bite. Lay's Wavy Chips and Lay's dips, a match made in heaven. Connect with Us: Facebook; Twitter. No artificial flavors. No preservatives. No MSG. Gluten free.
",10.25 oz,1,bag,,No Artificial Flavors; No Preservatives; MSG-Free; Gluten-Free,MASKED,,,,
028400598149,"Lay's Sour Cream and Onion Potato Chips, 9.75 Ounce",Guaranteed fresh until printed date. Guaranteed fresh until printed date or this snack's on us. Questions or comments? 1-800-352-4477. Mon-Fri 9:00 am to 4:30 pm CT/email or chat at fritolay.com. Partially produced with genetic engineering. Good fun! It all starts with farm-grown potatoes - cooked and seasoned to perfection. Then we add the tang of sour cream and mild onions. So every Lay's potato chip is perfectly crisp and delicious. Happiness in every bite. Connect with Us: Facebook; Twitter. No artificial flavors. No preservatives.,9.75 oz,1,bag,,No Artificial Flavors; No Preservatives; Partially Produced With Genetic Engineering,MASKED,,,,
028400598149,"Lay's Sour Cream and Onion Potato Chips, 9.75 Ounce",Guaranteed fresh until printed date. Guaranteed fresh until printed date or this snack's on us. Questions or comments? 1-800-352-4477. Mon-Fri 9:00 am to 4:30 pm CT/email or chat at fritolay.com. Partially produced with genetic engineering. Good fun! It all starts with farm-grown potatoes - cooked and seasoned to perfection. Then we add the tang of sour cream and mild onions. So every Lay's potato chip is perfectly crisp and delicious. Happiness in every bite. Connect with Us: Facebook; Twitter. No artificial flavors. No preservatives.,9.75 oz,1,bag,,No Artificial Flavors; No Preservatives; Partially Produced With Genetic Engineering,Amazon,Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Chips & Crisps > Potato,,https://m.media-amazon.com/images/I/91viYzpbsDL._SL1500_.jpg,B019KE3GVQ
028400598156,Lay's® Lightly Salted Potato Chips 9.75 oz. Bag,50% less sodium than Lay's Brand Classic Potato Chips. See back panel for nutrition information. Guaranteed fresh until printed date. Questions or comments? 1-800-352-4477 Mon-Fri 9:00am to 4:30pm CT chat at fritolay.com. Guaranteed fresh until printed date or this snack's on us. Product Comparison: Per 1 oz. Serving: Lay's Brand Lightly Salted Potato Chips: 85 mg sodium; 100% taste. Lay's Brand Classic Potato Chips: 170 mg sodium; 100% taste. Not a low sodium food. Visit our website at fritolay.com. Good fun! It all starts with farm-grown potatoes - cooked to perfection and lightly salted. So every Lay's potato chip is perfectly crispy and delicious. Happiness in every bite. Connect with us: Facebook; Twitter. No artificial flavors. No preservatives. Gluten free.,9.75 oz,1,bag,,Gluten-Free; No Artificial Flavors; No Preservatives,MASKED,,,,
